,State,County,Latitude,Longitude,TotalVets,MaleVets,FemaleVets,WhiteVets,BlackVets,HispanicVets,OtherRaceVets,LessThanHSVets,HighSchOnlyVets,SomeCollegeVets,CollegeDegreeVets,EmployeedVets,UnemployeedVets
610,ID,Valley,45.4945756,-114.1424303,1092,1058,34,1049,0,29,41,15,214,420,442,914,20
611,ID,Washington,45.4945756,-114.1424303,706,625,80,629,0,34,61,55,182,245,223,542,0
612,IL,Illinois,39.739318,-89.504139,570264,530302,39961,451815,74219,29365,23717,35845,173642,212634,148141,445086,26878
613,IL,Adams,39.739318,-89.504139,4516,4185,330,4398,39,44,34,228,1747,1729,811,3794,224
614,IL,Alexander,39.739318,-89.504139,496,452,44,287,207,0,2,11,198,262,23,337,17
615,IL,Bond,39.739318,-89.504139,1214,1179,35,1197,12,0,4,88,458,442,224,944,20
616,IL,Boone,39.739318,-89.504139,2986,2792,193,2741,77,142,90,314,1103,890,678,2205,182
617,IL,Brown,39.739318,-89.504139,401,381,19,357,43,0,0,28,174,151,47,198,0
618,IL,Bureau,39.739318,-89.504139,2149,2065,83,2032,4,78,55,208,832,783,325,1581,92
619,IL,Calhoun,39.739318,-89.504139,385,353,32,381,0,1,2,36,232,71,45,303,0
620,IL,Carroll,39.739318,-89.504139,1156,1076,80,1088,35,26,13,72,416,405,261,845,79
621,IL,Cass,39.739318,-89.504139,797,788,7,767,13,30,16,30,467,218,79,741,89
622,IL,Champaign,39.739318,-89.504139,8590,7816,773,7194,966,281,192,150,2185,2992,3261,6616,489
623,IL,Christian,39.739318,-89.504139,2689,2537,151,2596,5,3,84,236,1095,942,413,1472,139
624,IL,Clark,39.739318,-89.504139,941,892,49,923,4,3,9,83,399,343,114,807,11
625,IL,Clay,39.739318,-89.504139,882,846,35,859,0,0,22,70,386,316,110,562,123
626,IL,Clinton,39.739318,-89.504139,2872,2614,257,2761,37,35,39,242,953,1182,493,2258,77
627,IL,Coles,39.739318,-89.504139,3060,2919,140,2978,19,17,62,213,791,1260,795,2375,91
628,IL,Cook,39.739318,-89.504139,156000,145117,10882,88666,47482,14155,10603,11113,41978,56761,46145,119732,8269
629,IL,Crawford,39.739318,-89.504139,1226,1191,34,1171,30,21,13,40,403,636,144,748,57
630,IL,Cumberland,39.739318,-89.504139,662,606,56,655,0,4,2,67,209,305,77,503,12
631,IL,DeKalb,39.739318,-89.504139,5251,4843,407,4671,172,331,133,454,1343,2142,1310,4216,193
632,IL,De Witt,39.739318,-89.504139,1099,1023,74,1069,0,0,29,109,451,393,144,864,15
633,IL,Douglas,39.739318,-89.504139,1032,946,85,998,0,18,14,59,343,397,230,904,37
634,IL,DuPage,39.739318,-89.504139,31838,30156,1681,26848,1565,2068,1828,1364,6977,11425,12071,27333,1216
635,IL,Edgar,39.739318,-89.504139,1234,1144,89,1204,4,26,0,107,523,443,159,923,76
636,IL,Edwards,39.739318,-89.504139,449,434,13,442,0,0,5,33,153,215,46,364,0
637,IL,Effingham,39.739318,-89.504139,1926,1812,112,1910,0,13,1,162,783,712,267,1453,64
638,IL,Fayette,39.739318,-89.504139,1377,1329,47,1327,22,8,20,130,625,463,157,823,131
639,IL,Ford,39.739318,-89.504139,929,881,47,895,0,0,33,64,372,382,110,693,69
640,IL,Franklin,39.739318,-89.504139,2967,2714,253,2859,9,44,62,294,935,1339,397,2049,252
641,IL,Fulton,39.739318,-89.504139,2312,2197,114,2224,16,25,49,130,926,909,345,1743,224
642,IL,Gallatin,39.739318,-89.504139,354,350,4,338,8,8,0,23,139,147,43,256,6
643,IL,Greene,39.739318,-89.504139,1162,1126,36,1154,0,6,7,71,626,378,84,752,46
644,IL,Grundy,39.739318,-89.504139,2990,2824,165,2666,15,265,46,208,1073,1084,624,2467,102
645,IL,Hamilton,39.739318,-89.504139,547,539,8,547,0,0,0,24,249,194,80,452,0
646,IL,Hancock,39.739318,-89.504139,1277,1243,33,1271,0,6,0,84,629,317,245,1011,42
647,IL,Hardin,39.739318,-89.504139,353,342,10,344,5,0,4,36,144,141,29,231,28
648,IL,Henderson,39.739318,-89.504139,541,520,21,529,0,5,5,23,242,183,92,373,0
649,IL,Henry,39.739318,-89.504139,3422,3223,199,3246,23,112,102,224,1306,1260,630,2630,26
650,IL,Iroquois,39.739318,-89.504139,1753,1651,101,1695,3,26,46,115,895,529,211,1202,171
651,IL,Jackson,39.739318,-89.504139,3487,3013,473,3063,288,69,80,156,844,1404,1081,2095,325
652,IL,Jasper,39.739318,-89.504139,420,411,9,395,0,3,24,18,222,118,60,287,21
653,IL,Jefferson,39.739318,-89.504139,2735,2464,271,2555,114,12,53,298,839,1233,362,2013,25
654,IL,Jersey,39.739318,-89.504139,1848,1709,139,1825,9,13,13,111,794,615,326,1442,31
655,IL,Jo Daviess,39.739318,-89.504139,1687,1607,78,1653,14,19,2,143,690,410,442,1418,133
656,IL,Johnson,39.739318,-89.504139,958,924,32,938,14,0,4,93,293,454,116,617,37
657,IL,Kane,39.739318,-89.504139,20699,19506,1192,17144,1256,1823,1081,991,5599,7782,6325,17672,899
658,IL,Kankakee,39.739318,-89.504139,6393,6043,350,5406,743,181,98,487,2459,2662,784,4884,301
659,IL,Kendall,39.739318,-89.504139,4918,4510,406,4133,213,385,266,275,1237,1910,1494,4246,166
660,IL,Knox,39.739318,-89.504139,3288,3161,125,3112,84,65,51,260,1229,1326,471,2565,72
661,IL,Lake,39.739318,-89.504139,30351,27470,2879,23292,3296,2399,1773,1098,7416,10566,11269,24692,1168
662,IL,LaSalle,39.739318,-89.504139,7043,6774,268,6853,31,113,61,650,3105,2313,974,5050,233
663,IL,Lawrence,39.739318,-89.504139,1050,981,67,994,21,0,33,81,367,530,70,775,124
664,IL,Lee,39.739318,-89.504139,2056,1924,131,1959,54,14,30,149,748,911,246,1599,11
665,IL,Livingston,39.739318,-89.504139,2546,2426,119,2377,40,20,112,226,1306,696,317,1800,41
666,IL,Logan,39.739318,-89.504139,1890,1714,174,1804,9,28,60,132,749,639,368,1479,93
667,IL,McDonough,39.739318,-89.504139,1894,1761,132,1762,83,2,46,73,762,658,399,1297,94
668,IL,McHenry,39.739318,-89.504139,14529,13545,983,13545,156,614,330,663,4240,5376,4247,11954,455
669,IL,McLean,39.739318,-89.504139,8202,7539,662,7149,518,268,354,268,2480,2628,2825,6618,494
670,IL,Macon,39.739318,-89.504139,7062,6506,556,6109,690,91,183,589,2646,2506,1319,5500,321
671,IL,Macoupin,39.739318,-89.504139,3387,3228,158,3269,18,38,73,247,1405,1359,373,2692,207
672,IL,Madison,39.739318,-89.504139,20286,18624,1661,18775,948,276,341,909,5839,8743,4793,15984,1252
673,IL,Marion,39.739318,-89.504139,2688,2534,153,2492,92,56,80,219,928,1128,411,1878,268
674,IL,Marshall,39.739318,-89.504139,990,947,42,960,0,21,21,85,448,324,131,818,73
675,IL,Mason,39.739318,-89.504139,1123,1079,44,1089,5,7,19,123,582,326,90,911,12
676,IL,Massac,39.739318,-89.504139,1029,973,56,947,81,0,0,71,341,479,136,765,21
677,IL,Menard,39.739318,-89.504139,1038,996,42,1008,11,0,17,58,383,371,223,898,120
678,IL,Mercer,39.739318,-89.504139,1223,1107,116,1201,18,0,2,84,558,440,139,952,31
679,IL,Monroe,39.739318,-89.504139,2237,2149,87,2215,0,8,13,60,762,771,642,1853,2
680,IL,Montgomery,39.739318,-89.504139,2202,2082,120,2108,43,22,34,170,927,746,358,1429,131
681,IL,Morgan,39.739318,-89.504139,2363,2171,191,2290,49,20,16,255,870,841,396,1901,351
682,IL,Moultrie,39.739318,-89.504139,905,841,63,877,17,10,0,66,437,219,181,648,52
683,IL,Ogle,39.739318,-89.504139,3400,3287,111,3212,53,120,49,418,1166,1226,588,2682,366
684,IL,Peoria,39.739318,-89.504139,9765,9135,629,8361,1001,300,235,559,2996,3881,2327,7137,473
685,IL,Perry,39.739318,-89.504139,1396,1307,87,1338,48,7,3,210,540,527,117,946,48
686,IL,Piatt,39.739318,-89.504139,1063,1031,32,1042,0,0,20,65,478,357,160,811,0
687,IL,Pike,39.739318,-89.504139,1055,1004,51,1026,10,8,10,72,517,352,112,835,20
688,IL,Pope,39.739318,-89.504139,476,467,9,473,0,3,0,66,141,180,85,211,25
689,IL,Pulaski,39.739318,-89.504139,475,433,40,324,138,5,7,8,181,229,55,276,57
690,IL,Putnam,39.739318,-89.504139,412,407,3,386,0,1,26,30,165,138,78,361,3
691,IL,Randolph,39.739318,-89.504139,2248,2090,156,2116,70,16,47,146,966,837,297,1540,212
692,IL,Richland,39.739318,-89.504139,1023,967,54,1009,0,0,13,126,355,437,103,669,62
693,IL,Rock Island,39.739318,-89.504139,9382,8730,650,8333,510,404,207,633,2972,3776,2000,7084,336
694,IL,St. Clair,39.739318,-89.504139,24608,21402,3205,17843,5193,671,1181,1022,5372,10111,8100,19753,909
695,IL,Saline,39.739318,-89.504139,1625,1553,70,1559,27,3,35,168,525,644,286,971,211
696,IL,Sangamon,39.739318,-89.504139,12642,11721,920,11426,843,122,304,694,3400,4752,3793,9958,599
697,IL,Schuyler,39.739318,-89.504139,494,460,33,420,59,0,15,39,175,183,95,156,0
698,IL,Scott,39.739318,-89.504139,364,361,2,347,2,0,12,17,203,105,35,263,29
699,IL,Shelby,39.739318,-89.504139,1502,1410,91,1477,0,21,2,128,776,383,213,1164,121
700,IL,Stark,39.739318,-89.504139,388,356,31,380,0,0,7,27,184,140,36,317,0
701,IL,Stephenson,39.739318,-89.504139,3191,2805,385,2912,238,7,32,181,1283,1162,563,2324,177
702,IL,Tazewell,39.739318,-89.504139,8727,8220,505,8538,40,73,83,540,3164,3254,1768,6832,480
703,IL,Union,39.739318,-89.504139,1207,1164,42,1134,0,25,47,57,481,411,256,842,109
704,IL,Vermilion,39.739318,-89.504139,5178,4811,366,4594,480,43,74,431,2186,1885,674,3037,197
705,IL,Wabash,39.739318,-89.504139,934,915,19,918,5,0,10,72,400,368,91,622,59
706,IL,Warren,39.739318,-89.504139,966,928,37,923,5,27,9,95,339,338,191,812,165
707,IL,Washington,39.739318,-89.504139,997,941,55,989,0,8,1,60,378,403,154,898,38
708,IL,Wayne,39.739318,-89.504139,1030,1017,12,973,1,0,56,114,412,385,117,845,3
709,IL,White,39.739318,-89.504139,999,936,61,991,0,5,2,60,391,465,80,731,124
710,IL,Whiteside,39.739318,-89.504139,3963,3812,150,3409,108,383,148,316,1513,1504,628,3203,79
711,IL,Will,39.739318,-89.504139,29993,27990,2002,23050,4132,1967,1478,1773,9522,11148,7549,24962,783
712,IL,Williamson,39.739318,-89.504139,5298,4890,408,4946,219,73,92,308,1509,2225,1254,3504,347
713,IL,Winnebago,39.739318,-89.504139,16663,15620,1043,14366,1249,643,554,1119,5393,6900,3250,13313,959
714,IL,Woodford,39.739318,-89.504139,2438,2255,182,2364,28,21,24,133,1126,638,539,2043,82
715,IN,Indiana,39.7662195,-86.441277,380690,353240,27450,330544,31812,10490,12122,27689,143266,133120,76613,296468,14647
716,IN,Adams,39.7662195,-86.441277,1430,1402,26,1401,0,27,0,181,677,396,173,1103,0
717,IN,Allen,39.7662195,-86.441277,20041,18492,1549,16980,1972,467,822,1148,6214,8001,4677,15975,878
718,IN,Bartholomew,39.7662195,-86.441277,3808,3541,267,3608,47,95,90,237,1385,1124,1060,3281,42
719,IN,Benton,39.7662195,-86.441277,426,400,26,401,4,1,19,35,194,156,39,335,22
720,IN,Blackford,39.7662195,-86.441277,943,889,53,908,0,4,31,128,572,173,67,675,12
721,IN,Boone,39.7662195,-86.441277,3233,2824,408,2931,79,150,137,174,794,1088,1175,2572,95
722,IN,Brown,39.7662195,-86.441277,1435,1244,190,1402,5,2,24,60,295,652,426,1015,146
723,IN,Carroll,39.7662195,-86.441277,1537,1449,87,1515,0,12,15,130,624,568,214,1225,0
724,IN,Cass,39.7662195,-86.441277,2529,2336,192,2350,8,73,158,203,1143,878,303,1891,158
725,IN,Clark,39.7662195,-86.441277,7921,7222,698,7099,499,235,250,679,2617,2987,1637,6330,305
726,IN,Clay,39.7662195,-86.441277,1768,1664,103,1685,69,8,4,85,791,705,186,1320,30
727,IN,Clinton,39.7662195,-86.441277,1721,1672,48,1684,4,19,29,67,808,679,166,1320,26
728,IN,Crawford,39.7662195,-86.441277,831,818,13,822,0,0,9,70,398,238,124,391,0
729,IN,Daviess,39.7662195,-86.441277,1860,1778,81,1770,27,11,49,253,895,520,190,1189,59
730,IN,Dearborn,39.7662195,-86.441277,3331,3139,191,3246,0,50,57,243,1279,1283,524,2829,85
731,IN,Decatur,39.7662195,-86.441277,1269,1236,32,1231,12,0,23,87,654,384,142,1055,72
732,IN,DeKalb,39.7662195,-86.441277,2247,2173,73,2108,31,75,63,242,1176,600,227,1705,80
733,IN,Delaware,39.7662195,-86.441277,6501,6175,325,6022,348,108,53,451,2583,2116,1349,5131,466
734,IN,Dubois,39.7662195,-86.441277,1894,1807,85,1831,17,44,44,143,704,788,259,1501,9
735,IN,Elkhart,39.7662195,-86.441277,8726,8324,400,7737,337,404,368,751,3809,2787,1378,6997,188
736,IN,Fayette,39.7662195,-86.441277,1613,1569,43,1605,3,4,0,249,698,547,117,1076,0
737,IN,Floyd,39.7662195,-86.441277,4639,4349,289,4330,178,42,121,334,1523,1701,1079,3683,91
738,IN,Fountain,39.7662195,-86.441277,1083,1015,67,1056,0,0,26,85,580,360,56,838,38
739,IN,Franklin,39.7662195,-86.441277,1442,1310,131,1419,0,23,0,106,684,328,323,1221,0
740,IN,Fulton,39.7662195,-86.441277,1547,1429,117,1482,9,18,35,113,685,540,207,1031,142
741,IN,Gibson,39.7662195,-86.441277,2240,2084,154,2066,70,6,96,198,953,790,298,1655,41
742,IN,Grant,39.7662195,-86.441277,4489,4235,253,3973,352,71,109,336,1987,1377,787,2884,184
743,IN,Greene,39.7662195,-86.441277,2090,1960,130,2065,13,10,0,146,907,791,244,1607,30
744,IN,Hamilton,39.7662195,-86.441277,14009,12855,1152,11992,766,636,706,312,2527,5034,6134,12353,540
745,IN,Hancock,39.7662195,-86.441277,5552,5126,426,4970,164,76,339,157,2029,2023,1341,4650,32
746,IN,Harrison,39.7662195,-86.441277,2871,2645,225,2732,73,45,19,276,1126,981,487,1948,165
747,IN,Hendricks,39.7662195,-86.441277,9501,8882,617,8649,631,88,147,444,3352,3329,2374,8178,200
748,IN,Henry,39.7662195,-86.441277,3450,3305,145,3345,44,12,48,240,1610,1157,441,2246,37
749,IN,Howard,39.7662195,-86.441277,5874,5460,412,5229,423,57,189,541,2063,2200,1068,4803,200
750,IN,Huntington,39.7662195,-86.441277,2422,2302,119,2308,17,48,65,133,804,1079,404,1888,19
751,IN,Jackson,39.7662195,-86.441277,2064,2001,62,1985,0,14,71,172,819,748,324,1392,39
752,IN,Jasper,39.7662195,-86.441277,2176,2125,50,2121,5,48,37,153,1016,664,340,1806,79
753,IN,Jay,39.7662195,-86.441277,1100,1078,20,1089,0,3,9,93,671,227,107,867,87
754,IN,Jefferson,39.7662195,-86.441277,2152,2024,127,1970,59,55,65,106,1017,711,316,1533,11
755,IN,Jennings,39.7662195,-86.441277,1969,1866,102,1932,11,25,0,188,1001,522,257,1503,64
756,IN,Johnson,39.7662195,-86.441277,9240,8608,630,8761,142,201,217,375,3208,3307,2349,8013,557
757,IN,Knox,39.7662195,-86.441277,2351,2108,242,2199,41,53,57,156,1024,862,307,1889,150
758,IN,Kosciusko,39.7662195,-86.441277,4546,4266,278,4408,53,12,72,379,1737,1430,997,3665,140
759,IN,LaGrange,39.7662195,-86.441277,1410,1277,132,1365,4,3,35,195,580,468,164,942,0
760,IN,Lake,39.7662195,-86.441277,26202,24292,1910,16307,6421,3101,2100,2068,10657,8897,4578,20067,1163
761,IN,LaPorte,39.7662195,-86.441277,7544,7101,443,6663,602,186,207,411,3196,2761,1175,5939,329
762,IN,Lawrence,39.7662195,-86.441277,3654,3442,211,3546,21,0,85,337,1418,1335,563,2906,140
763,IN,Madison,39.7662195,-86.441277,9138,8734,402,8161,706,127,166,569,3790,3253,1524,6886,288
764,IN,Marion,39.7662195,-86.441277,47766,42630,5135,32525,12543,1362,1874,3866,15103,17117,11678,36541,2229
765,IN,Marshall,39.7662195,-86.441277,2489,2348,141,2394,9,76,29,145,942,835,566,2115,147
766,IN,Martin,39.7662195,-86.441277,988,889,99,971,0,2,15,25,469,383,108,709,46
767,IN,Miami,39.7662195,-86.441277,3117,2864,252,2953,82,40,63,257,1470,1098,290,2226,82
768,IN,Monroe,39.7662195,-86.441277,6163,5611,550,5420,297,182,290,414,1430,1908,2408,4879,358
769,IN,Montgomery,39.7662195,-86.441277,2290,2147,143,2137,35,26,89,154,1077,775,281,1852,172
770,IN,Morgan,39.7662195,-86.441277,5461,5006,454,5370,7,75,56,477,2031,2017,933,4273,160
771,IN,Newton,39.7662195,-86.441277,1013,897,115,986,0,24,2,145,442,308,115,740,171
772,IN,Noble,39.7662195,-86.441277,2913,2732,180,2826,17,12,56,277,1330,965,339,2274,35
773,IN,Ohio,39.7662195,-86.441277,431,404,26,426,4,0,0,45,173,175,37,329,0
774,IN,Orange,39.7662195,-86.441277,1264,1187,77,1237,18,0,7,195,577,387,104,845,19
775,IN,Owen,39.7662195,-86.441277,1417,1270,146,1359,20,20,37,151,589,502,174,1078,162
776,IN,Parke,39.7662195,-86.441277,1307,1195,111,1221,14,16,55,90,642,453,120,797,61
777,IN,Perry,39.7662195,-86.441277,1408,1318,90,1388,0,11,14,132,606,412,256,988,10
778,IN,Pike,39.7662195,-86.441277,691,621,69,680,10,0,0,76,249,232,132,561,15
779,IN,Porter,39.7662195,-86.441277,9727,9187,538,8425,338,761,378,480,3973,3286,1986,7903,463
780,IN,Posey,39.7662195,-86.441277,1869,1719,148,1787,21,31,36,146,742,730,249,1408,6
781,IN,Pulaski,39.7662195,-86.441277,871,789,82,847,3,12,17,108,440,182,139,518,108
782,IN,Putnam,39.7662195,-86.441277,2529,2347,182,2436,70,7,23,149,1034,1019,326,1666,64
783,IN,Randolph,39.7662195,-86.441277,1600,1545,55,1548,13,10,39,143,715,572,170,1074,18
784,IN,Ripley,39.7662195,-86.441277,2144,2037,107,2079,16,12,36,263,1102,576,201,1678,122
785,IN,Rush,39.7662195,-86.441277,990,931,58,990,0,0,0,92,482,323,93,707,38
786,IN,St. Joseph,39.7662195,-86.441277,12975,12026,949,10970,1410,291,423,1100,4763,4434,2676,9884,456
787,IN,Scott,39.7662195,-86.441277,1556,1397,158,1518,0,28,9,206,563,547,238,1214,253
788,IN,Shelby,39.7662195,-86.441277,2936,2783,152,2781,101,33,17,274,1417,857,386,2118,25
789,IN,Spencer,39.7662195,-86.441277,1657,1507,148,1608,29,5,14,110,698,633,214,1436,5
790,IN,Starke,39.7662195,-86.441277,1497,1377,119,1477,0,19,4,168,742,442,143,1000,39
791,IN,Steuben,39.7662195,-86.441277,2214,2076,138,2109,0,58,62,142,908,759,403,1990,64
792,IN,Sullivan,39.7662195,-86.441277,1304,1247,56,1171,58,5,72,51,614,449,189,871,53
793,IN,Switzerland,39.7662195,-86.441277,1000,877,123,903,0,40,55,122,401,287,188,689,22
794,IN,Tippecanoe,39.7662195,-86.441277,7485,6967,517,6958,224,168,181,444,2615,2605,1819,6339,204
795,IN,Tipton,39.7662195,-86.441277,1141,1080,60,1116,0,8,16,44,507,320,269,961,91
796,IN,Union,39.7662195,-86.441277,515,497,17,505,3,6,0,108,193,123,90,446,0
797,IN,Vanderburgh,39.7662195,-86.441277,11348,10527,821,10055,1132,74,125,861,4142,4037,2306,8344,622
798,IN,Vermillion,39.7662195,-86.441277,1246,1180,65,1198,38,0,8,86,627,425,107,854,15
799,IN,Vigo,39.7662195,-86.441277,6974,6471,503,6157,497,148,267,312,2473,2889,1298,4778,261
800,IN,Wabash,39.7662195,-86.441277,1837,1745,91,1750,17,10,59,159,993,478,205,1536,118
801,IN,Warren,39.7662195,-86.441277,622,566,55,610,0,0,11,66,275,184,95,482,3
802,IN,Warrick,39.7662195,-86.441277,3881,3631,250,3663,78,6,132,262,1279,1548,790,3229,65
803,IN,Washington,39.7662195,-86.441277,1839,1740,98,1767,0,16,54,185,807,692,153,1316,49
804,IN,Wayne,39.7662195,-86.441277,4655,4410,244,4132,371,39,115,363,1828,1580,883,3343,130
805,IN,Wells,39.7662195,-86.441277,1786,1730,55,1752,11,11,22,211,690,655,228,1540,40
806,IN,White,39.7662195,-86.441277,1854,1737,117,1764,12,43,58,144,897,575,236,1532,121
807,IN,Whitley,39.7662195,-86.441277,2101,1917,183,2070,13,17,0,154,884,766,295,1669,0
808,IA,Iowa,41.9383166,-93.389798,185671,172645,13026,175720,3616,3229,3873,11876,66660,66095,41039,149147,6105
809,IA,Adair,41.9383166,-93.389798,492,463,28,491,0,0,1,23,199,186,82,376,17
810,IA,Adams,41.9383166,-93.389798,272,268,3,272,0,0,0,4,89,132,44,173,6
811,IA,Allamakee,41.9383166,-93.389798,898,830,67,895,0,0,1,60,396,304,136,786,45
812,IA,Appanoose,41.9383166,-93.389798,887,817,69,832,27,16,10,115,296,351,123,494,148
813,IA,Audubon,41.9383166,-93.389798,397,367,30,392,3,3,0,59,128,159,50,320,0
814,IA,Benton,41.9383166,-93.389798,1689,1534,154,1636,7,44,0,110,733,523,321,1358,62
815,IA,Black Hawk,41.9383166,-93.389798,7589,6964,623,6855,504,111,155,354,2912,2795,1526,5919,264
816,IA,Boone,41.9383166,-93.389798,1648,1549,98,1619,0,27,15,62,545,655,384,1532,0
817,IA,Bremer,41.9383166,-93.389798,1598,1515,82,1522,8,34,32,71,701,418,406,1430,16
818,IA,Buchanan,41.9383166,-93.389798,1338,1262,76,1330,0,5,1,113,614,397,213,1044,65
819,IA,Buena Vista,41.9383166,-93.389798,809,785,24,788,0,9,11,46,335,286,140,729,17
820,IA,Butler,41.9383166,-93.389798,996,949,46,977,0,14,13,68,522,308,96,835,31
821,IA,Calhoun,41.9383166,-93.389798,715,691,23,692,0,5,22,61,354,227,72,462,13
822,IA,Carroll,41.9383166,-93.389798,1201,1126,74,1156,1,26,35,130,567,359,143,1038,5
823,IA,Cass,41.9383166,-93.389798,798,754,43,794,1,0,0,66,302,274,155,689,33
824,IA,Cedar,41.9383166,-93.389798,1431,1330,100,1410,0,1,19,111,639,500,180,1165,119
825,IA,Cerro Gordo,41.9383166,-93.389798,2812,2703,107,2684,4,88,46,248,901,1069,592,2234,392
826,IA,Cherokee,41.9383166,-93.389798,854,839,14,854,0,0,0,33,375,312,131,810,112
827,IA,Chickasaw,41.9383166,-93.389798,830,797,33,830,0,0,0,64,437,265,61,645,0
828,IA,Clarke,41.9383166,-93.389798,611,577,33,601,6,0,4,44,250,185,131,452,10
829,IA,Clay,41.9383166,-93.389798,1094,1015,78,1090,2,2,0,76,433,406,177,966,0
830,IA,Clayton,41.9383166,-93.389798,1321,1226,95,1311,0,7,9,90,708,359,161,1041,21
831,IA,Clinton,41.9383166,-93.389798,3555,3300,253,3282,99,94,79,218,1618,1251,467,2573,130
832,IA,Crawford,41.9383166,-93.389798,805,753,51,796,0,4,4,92,366,249,95,552,83
833,IA,Dallas,41.9383166,-93.389798,4082,3747,333,3910,59,74,39,87,934,1725,1334,3571,192
834,IA,Davis,41.9383166,-93.389798,456,452,3,456,0,0,0,51,197,115,92,411,26
835,IA,Decatur,41.9383166,-93.389798,421,396,23,399,0,4,20,24,170,142,82,317,0
836,IA,Delaware,41.9383166,-93.389798,989,890,98,973,0,13,3,109,419,270,189,842,16
837,IA,Des Moines,41.9383166,-93.389798,2996,2727,268,2744,146,24,94,250,1105,1065,574,2248,171
838,IA,Dickinson,41.9383166,-93.389798,1177,1085,92,1121,6,44,4,62,373,398,344,1042,13
839,IA,Dubuque,41.9383166,-93.389798,5465,5165,299,5260,67,34,106,492,2198,1561,1213,4384,135
840,IA,Emmet,41.9383166,-93.389798,535,490,44,535,0,0,0,66,202,217,48,428,9
841,IA,Fayette,41.9383166,-93.389798,1322,1237,84,1210,50,3,59,96,539,482,203,973,0
842,IA,Floyd,41.9383166,-93.389798,1304,1072,231,1238,28,15,23,86,566,505,146,1127,71
843,IA,Franklin,41.9383166,-93.389798,554,524,29,542,11,0,0,13,261,218,60,442,42
844,IA,Fremont,41.9383166,-93.389798,541,467,73,506,0,0,34,21,180,219,120,386,17
845,IA,Greene,41.9383166,-93.389798,667,573,93,667,0,0,0,54,287,247,78,506,55
846,IA,Grundy,41.9383166,-93.389798,635,612,21,612,15,0,6,35,344,145,110,519,17
847,IA,Guthrie,41.9383166,-93.389798,776,699,76,760,0,0,15,49,297,335,93,617,0
848,IA,Hamilton,41.9383166,-93.389798,895,813,81,889,0,0,5,17,376,299,201,750,45
849,IA,Hancock,41.9383166,-93.389798,635,584,49,612,0,17,13,43,276,182,132,594,19
850,IA,Hardin,41.9383166,-93.389798,1216,1160,55,1202,0,8,6,79,554,374,207,971,3
851,IA,Harrison,41.9383166,-93.389798,1026,989,36,1026,0,0,0,90,417,370,148,832,16
852,IA,Henry,41.9383166,-93.389798,1489,1399,89,1418,17,12,51,132,509,684,161,986,26
853,IA,Howard,41.9383166,-93.389798,626,576,48,602,3,20,0,58,193,232,141,543,19
854,IA,Humboldt,41.9383166,-93.389798,668,622,44,652,0,0,16,44,263,268,92,496,23
855,IA,Ida,41.9383166,-93.389798,442,434,6,411,0,12,17,53,212,139,35,390,0
856,IA,Iowa,41.9383166,-93.389798,959,819,139,959,0,0,0,119,393,315,130,823,0
857,IA,Jackson,41.9383166,-93.389798,1332,1247,84,1330,0,0,1,111,542,461,216,1144,89
858,IA,Jasper,41.9383166,-93.389798,2387,2232,155,2339,13,4,29,191,928,832,434,1846,104
859,IA,Jefferson,41.9383166,-93.389798,1533,1484,49,1108,399,24,14,106,711,340,374,1475,122
860,IA,Johnson,41.9383166,-93.389798,5055,4504,550,4679,86,161,140,301,1088,1667,1997,3924,125
861,IA,Jones,41.9383166,-93.389798,1610,1538,70,1598,12,0,0,152,686,553,217,1201,72
862,IA,Keokuk,41.9383166,-93.389798,689,671,17,684,2,0,3,37,321,225,104,536,3
863,IA,Kossuth,41.9383166,-93.389798,1165,1080,83,1129,0,8,27,94,545,368,157,1066,129
864,IA,Lee,41.9383166,-93.389798,2504,2355,148,2339,34,50,88,136,1202,876,287,1901,72
865,IA,Linn,41.9383166,-93.389798,13891,12673,1217,13129,336,237,206,610,4061,5243,3975,11842,376
866,IA,Louisa,41.9383166,-93.389798,563,537,25,557,2,0,2,50,226,216,70,445,3
867,IA,Lucas,41.9383166,-93.389798,559,545,14,551,0,1,5,44,284,124,105,434,36
868,IA,Lyon,41.9383166,-93.389798,638,618,18,627,0,7,6,78,293,189,76,504,0
869,IA,Madison,41.9383166,-93.389798,856,751,104,856,0,0,0,65,288,304,196,652,0
870,IA,Mahaska,41.9383166,-93.389798,1107,1042,65,1036,22,45,1,105,421,399,179,898,33
871,IA,Marion,41.9383166,-93.389798,1951,1775,175,1898,0,0,51,120,659,799,372,1474,113
872,IA,Marshall,41.9383166,-93.389798,2867,2717,148,2773,0,36,71,250,1133,1004,478,1966,0
873,IA,Mills,41.9383166,-93.389798,1171,1109,62,1138,0,24,13,58,383,338,392,972,9
874,IA,Mitchell,41.9383166,-93.389798,753,693,59,713,0,16,22,62,314,293,82,586,8
875,IA,Monona,41.9383166,-93.389798,704,664,38,688,0,9,5,67,277,264,94,596,74
876,IA,Monroe,41.9383166,-93.389798,486,453,32,480,0,0,5,75,203,170,36,386,0
877,IA,Montgomery,41.9383166,-93.389798,625,593,32,595,0,28,30,42,248,237,97,507,0
878,IA,Muscatine,41.9383166,-93.389798,2066,1957,108,1956,23,19,68,116,739,855,354,1658,0
879,IA,O'Brien,41.9383166,-93.389798,924,872,51,860,12,48,35,49,382,411,81,771,0
